gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,some high school,standard,completed,81,100,100
female,group C,some high school,standard,none,77,78,76
female,group C,master's degree,standard,completed,81,92,84
female,group C,some high school,standard,none,53,67,60
male,group D,associate's degree,standard,none,78,71,67
male,group C,master's degree,standard,completed,89,94,96
male,group B,master's degree,standard,none,52,65,56
female,group E,associate's degree,free/reduced,none,67,77,73
female,group E,some high school,standard,completed,75,79,79
male,group D,some college,free/reduced,none,62,65,62
female,group D,some college,standard,none,63,66,73
female,group C,master's degree,standard,none,53,69,59
female,group D,some college,free/reduced,completed,63,86,86
female,group C,high school,free/reduced,completed,44,67,62
male,group C,some college,standard,completed,100,100,99
female,group B,bachelor's degree,free/reduced,none,49,58,62
male,group C,associate's degree,standard,none,96,94,86
female,group A,associate's degree,standard,none,57,56,56
female,group B,some high school,standard,none,54,61,61
male,group B,high school,standard,completed,81,77,71
female,group D,associate's degree,standard,completed,67,87,90
female,group E,high school,standard,completed,72,66,68
male,group D,associate's degree,standard,completed,85,75,78
male,group E,some high school,free/reduced,completed,71,75,68
male,group B,some high school,free/reduced,none,53,53,49
female,group D,high school,standard,none,67,72,73
male,group E,some high school,free/reduced,none,70,65,66
male,group C,some high school,free/reduced,completed,73,76,65
female,group B,associate's degree,free/reduced,completed,65,74,80
male,group C,high school,standard,none,66,63,58
female,group C,high school,standard,completed,83,91,95
female,group E,bachelor's degree,free/reduced,completed,75,91,87
female,group C,associate's degree,free/reduced,completed,43,57,59
male,group E,master's degree,standard,completed,82,73,66
male,group C,high school,free/reduced,none,54,42,41
female,group E,high school,standard,none,63,61,63
female,group C,some high school,standard,none,52,62,61
male,group B,associate's degree,standard,none,79,79,70
female,group A,some high school,standard,completed,80,86,90
female,group E,associate's degree,standard,none,65,75,65
male,group D,bachelor's degree,free/reduced,none,59,63,65
female,group C,bachelor's degree,standard,completed,61,72,72
male,group D,high school,free/reduced,none,73,64,63
male,group D,bachelor's degree,standard,none,81,73,74
male,group D,high school,free/reduced,none,41,41,40
male,group D,some college,free/reduced,none,50,52,40
male,group C,master's degree,standard,none,52,52,52
female,group D,bachelor's degree,standard,completed,83,91,100
male,group C,some high school,standard,none,75,61,64
male,group E,associate's degree,standard,none,97,95,84
male,group E,some college,standard,none,88,85,85
female,group D,associate's degree,standard,none,92,100,100
female,group D,associate's degree,free/reduced,none,65,71,67
male,group C,some high school,free/reduced,none,46,52,39
female,group D,high school,standard,none,42,41,44
female,group E,some college,free/reduced,none,61,66,64
male,group B,high school,free/reduced,completed,36,47,40
female,group C,high school,free/reduced,none,57,72,67
female,group C,associate's degree,standard,completed,83,100,97
female,group C,bachelor's degree,free/reduced,none,59,69,68
female,group C,high school,free/reduced,none,60,65,63
male,group B,associate's degree,standard,none,73,57,54
male,group C,some high school,free/reduced,none,50,56,50
male,group D,associate's degree,free/reduced,none,85,81,83
female,group C,bachelor's degree,standard,none,76,90,83
female,group C,master's degree,standard,none,72,73,78
female,group E,some high school,free/reduced,none,75,73,70
female,group B,some college,standard,none,49,62,59
male,group A,some college,standard,none,54,57,48
female,group B,high school,standard,completed,58,68,66
male,group A,bachelor's degree,standard,none,66,76,67
female,group C,some college,standard,none,61,61,56
male,group E,some high school,free/reduced,none,67,78,66
female,group D,high school,standard,completed,65,73,72
male,group D,associate's degree,free/reduced,none,59,58,50
male,group C,bachelor's degree,standard,completed,56,58,57
female,group D,some college,free/reduced,none,48,53,56
female,group B,some high school,free/reduced,none,58,73,71
male,group C,some high school,free/reduced,none,73,66,58
male,group B,some high school,standard,completed,62,54,59
female,group C,high school,free/reduced,none,53,62,60
female,group C,some college,standard,completed,75,84,87
male,group E,some high school,standard,none,82,77,71
male,group C,some college,standard,none,83,80,78
female,group C,high school,free/reduced,none,77,83,76
male,group D,high school,free/reduced,completed,75,79,74
male,group C,bachelor's degree,standard,none,57,59,51
male,group D,some college,free/reduced,completed,60,55,52
female,group D,some college,standard,completed,66,72,79
male,group C,associate's degree,standard,none,86,77,79
female,group A,associate's degree,standard,none,67,75,69
male,group B,some high school,standard,completed,53,49,59
male,group C,some high school,standard,completed,91,79,82
female,group A,high school,standard,none,55,61,61
female,group D,some college,standard,completed,52,71,74
female,group C,associate's degree,free/reduced,completed,77,89,89
female,group D,some college,free/reduced,none,66,75,70
male,group D,high school,standard,none,38,42,38
male,group C,some college,free/reduced,none,85,78,72
male,group C,bachelor's degree,free/reduced,none,79,72,66
male,group E,bachelor's degree,standard,none,100,86,80
female,group C,associate's degree,free/reduced,none,60,77,75
male,group E,bachelor's degree,standard,none,72,66,74
male,group B,high school,standard,none,75,57,61
female,group C,high school,standard,completed,67,69,70
male,group C,master's degree,standard,none,68,62,59
female,group C,some high school,standard,none,58,77,71
female,group D,associate's degree,standard,none,67,71,68
male,group E,some high school,standard,completed,68,66,57
female,group C,some college,standard,none,63,67,71
female,group E,associate's degree,free/reduced,none,62,77,75
male,group C,high school,standard,none,91,90,81
male,group C,some college,standard,none,89,79,72
female,group B,master's degree,free/reduced,none,52,52,63
male,group D,high school,standard,completed,68,65,67
female,group C,some college,standard,none,58,73,67
male,group E,high school,standard,completed,85,78,77
male,group E,high school,free/reduced,none,65,60,52
female,group C,high school,free/reduced,completed,72,96,92
male,group C,high school,standard,completed,75,76,77
female,group D,some college,standard,none,75,80,79
female,group B,high school,standard,none,60,68,67
male,group B,associate's degree,standard,completed,77,76,72
male,group E,some college,standard,none,78,66,62
female,group C,some college,free/reduced,none,59,68,64
male,group D,high school,standard,none,63,60,56
male,group C,bachelor's degree,standard,none,55,49,54
female,group D,some high school,free/reduced,completed,63,78,78
male,group B,high school,free/reduced,none,59,55,46
female,group B,some high school,standard,none,54,54,55
female,group D,some high school,free/reduced,none,43,54,53
male,group C,bachelor's degree,free/reduced,completed,65,64,61
female,group A,associate's degree,free/reduced,completed,70,81,79
male,group B,bachelor's degree,standard,completed,87,74,72
female,group B,high school,standard,completed,69,81,78
male,group B,some high school,standard,completed,62,51,59
female,group D,some high school,standard,none,70,81,83
male,group D,bachelor's degree,standard,completed,78,73,76
female,group C,associate's degree,standard,none,59,60,59
female,group E,some college,free/reduced,none,64,73,64
female,group D,high school,standard,none,71,84,86
female,group A,associate's degree,standard,none,73,77,77
female,group D,associate's degree,standard,completed,67,74,82
male,group C,some high school,standard,none,77,63,59
female,group D,high school,standard,none,83,94,96
female,group B,high school,standard,none,57,66,67
male,group E,master's degree,standard,none,87,76,73
male,group C,bachelor's degree,free/reduced,none,67,77,71
male,group D,high school,standard,completed,69,65,69
female,group B,bachelor's degree,free/reduced,none,56,67,63
male,group B,some high school,standard,none,83,83,77
female,group A,associate's degree,standard,none,58,60,61
female,group A,some high school,standard,none,67,79,76
female,group D,some high school,standard,none,67,69,65
male,group D,some college,free/reduced,completed,68,64,68
male,group D,some college,standard,none,67,64,61
female,group D,some high school,free/reduced,none,65,76,72
